item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S2-84,Which of these is a major risk factor for colorectal cancer?,High fluid intake,"Incorrect — Hydration reduces constipation, not cancer risk.",Vegan diet,"Incorrect — Associated with lower, not higher, risk.",Low protein,Incorrect — Not a proven risk factor.,Family history of polyps,Correct — Genetic predisposition increases likelihood of malignant transformation.,D,"Rationale: Colorectal cancer risk increases with family history of adenomatous polyps, low fiber intake, and diets high in red or processed meats. Regular screening colonoscopy detects precancerous changes early.",,Medical Nursing,Oncology:Colorectal Cancer,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-85,What type of hepatitis is most commonly transmitted via the fecal-oral route?,Hepatitis A,Correct — Spread through contaminated food and water.,Hepatitis B,Incorrect — Transmitted via blood and body fluids.,Hepatitis C,Incorrect — Spread mainly by contaminated needles.,Hepatitis D,Incorrect — Requires coinfection with hepatitis B.,A,Rationale: Hepatitis A is an acute viral infection transmitted through ingestion of contaminated food or water. It does not cause chronic liver disease and is preventable by vaccination and proper sanitation.,,Medical Nursing,Infectious Disease:Hepatitis,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-86,"In diabetic ketoacidosis, which acid-base imbalance is expected?",Respiratory alkalosis,"Incorrect — Lungs compensate, not the primary issue.",Metabolic alkalosis,Incorrect — Seen with vomiting or diuretics.,Metabolic acidosis,Correct — Accumulation of acidic ketones lowers blood pH.,Respiratory acidosis,"Incorrect — Caused by CO₂ retention, not ketosis.",C,"Rationale: Diabetic ketoacidosis develops from insulin deficiency, forcing fat breakdown for energy. This produces ketone bodies, causing metabolic acidosis with Kussmaul respirations as a compensatory response.",,Medical Nursing,Endocrinology:Diabetes Complications,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-87,Which antihypertensive class is contraindicated in pregnancy?,Calcium channel blockers,Incorrect — Often used safely in pregnancy.,ACE inhibitors,"Correct — Cause fetal renal damage, growth restriction, and even death.",Beta-blockers,"Incorrect — Some are safe, e.g., labetalol.",Methyldopa,Incorrect — Commonly prescribed in pregnancy.,B,"Rationale: ACE inhibitors block the renin-angiotensin system. In pregnancy, they reduce fetal kidney perfusion and can cause renal failure, oligohydramnios, and skeletal defects. They should always be avoided.",,Medical Nursing,Pharmacology:Antihypertensive Drugs,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-88,What complication can arise from untreated streptococcal pharyngitis?,COPD,"Incorrect — Chronic smoking-related disease, not post-streptococcal.",Otitis media,Incorrect — Possible but not the major long-term consequence.,Influenza,Incorrect — Caused by a different virus.,Rheumatic fever,"Correct — Autoimmune inflammation affects heart valves, joints, and skin.",D,"Rationale: Untreated Group A streptococcal throat infection can trigger rheumatic fever, an autoimmune response targeting cardiac tissue. It primarily damages heart valves, leading to rheumatic heart disease.",,Medical Nursing,Infectious:Cardiac:Rheumatic Fever,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-89,The best position for a patient in respiratory distress is:,Supine,Incorrect — Reduces lung expansion.,Prone,"Incorrect — Used in ARDS under medical supervision, not general distress.",High Fowler’s,Correct — Sitting upright maximizes lung expansion and eases breathing.,Trendelenburg,"Incorrect — Increases pressure on diaphragm, worsening breathing.",C,Rationale: Sitting the patient upright in High Fowler’s position lowers abdominal pressure on the diaphragm and improves oxygen exchange. It’s the simplest and most effective nursing intervention in respiratory difficulty.,,Medical Nursing,Respiratory:Respiratory Distress Management,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-90,A tremor that worsens with activity is known as:,Resting tremor,Incorrect — Characteristic of Parkinson’s disease.,Intention tremor,Correct — Occurs during voluntary movement due to cerebellar dysfunction.,Chorea,Incorrect — Involves irregular jerky movements.,Asterixis,Incorrect — Flapping tremor seen in liver failure.,B,"Rationale: Intention tremor appears when performing purposeful tasks like reaching or writing. It indicates cerebellar disease or multiple sclerosis, where coordination and smooth movement are impaired.",,Medical Nursing,Neurology:Movement Disorders,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-91,The drug of choice for malaria prophylaxis in endemic areas is:,Erythromycin or doxycycline,Incorrect — Erythromycin is an antibiotic used for bacterial infections.,Chloroquine or doxycycline,Correct — Used for malaria prevention depending on local resistance patterns.,Penicillin or doxycycline,"Incorrect — Penicillin treats bacterial, not parasitic, infections.",Lamivudine or doxycycline,Incorrect — Lamivudine is an antiviral for hepatitis B or HIV.,B,Rationale: Malaria prophylaxis reduces infection risk in endemic zones. Chloroquine is used where parasites remain sensitive; doxycycline or mefloquine is preferred where resistance exists. The drug choice depends on travel region and resistance reports.,,Medical Nursing,Infectious Disease:Malaria Prophylaxis,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-92,Which finding supports a diagnosis of anemia?,Pink conjunctiva,Incorrect — Indicates good hemoglobin levels.,Pale mucous membranes,Correct — Pallor occurs because reduced hemoglobin decreases blood color and oxygen delivery.,Hyperpigmented tongue,Incorrect — Not related to anemia.,Jaundice,Incorrect — Seen in hemolytic disorders but not general anemia.,B,"Rationale: Anemia means a reduction in red blood cells or hemoglobin concentration. The lack of oxygenated blood makes mucous membranes pale, a key visual clue for diagnosis during physical examination.",,Medical Nursing,Hematology:Anemia Assessment,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-93,"In a hypertensive crisis, the priority is:",Diuretics to prevent fluid overload,Incorrect — Not the initial intervention.,Reduce BP gradually to avoid organ ischemia,"Correct — Abrupt lowering can cause stroke, MI, or kidney failure.",Bed rest to calm the heart,"Incorrect — May help, but BP control is priority.",Increase oral fluids to increase blood flow,Incorrect — Contraindicated.,B,Rationale: Hypertensive crisis is a medical emergency where blood pressure exceeds 180/120 mmHg. Rapid but controlled reduction (no more than 25% in first hour) prevents vital organ hypoperfusion. IV antihypertensives like labetalol are used.,,Medical Nursing,Emergency:Cardiology:Hypertensive Crisis,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-94,The primary cause of diabetic ketoacidosis is:,Overhydration or infection,Incorrect — Overhydration is not a cause; dehydration is typical.,Insulin overdose or infection,"Incorrect — DKA results from insulin deficiency, not overdose.",Missed insulin or infection,Correct — Lack of insulin with stress or infection triggers fat breakdown and ketosis.,Low-carb diet or infection,Incorrect — Low-carb diets don’t cause DKA if insulin is present.,C,"Rationale: Diabetic ketoacidosis occurs when insulin deficiency and stress hormones promote fat metabolism for energy. This generates ketone acids, causing dehydration, acidosis, and electrolyte imbalance — often precipitated by missed insulin doses or infection.",,Medical Nursing,Endocrinology:Diabetes Complications,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-95,The initial response to a suspected stroke within 4 hours is:,Administer aspirin,Incorrect — Avoid until stroke type is confirmed.,CT scan of the brain,Correct — Determines whether the stroke is ischemic or hemorrhagic.,Lumbar puncture,Incorrect — Unsafe before imaging.,Oxygen therapy,Incorrect — Supportive but not diagnostic.,B,"Rationale: A non-contrast CT scan rapidly distinguishes hemorrhagic from ischemic stroke. This guides treatment — thrombolytics for ischemic strokes only, within a 4.5-hour window. Early imaging saves brain tissue.",,Medical Nursing,Neurology:Emergency:Stroke Management,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-96,What is the primary goal in managing chronic asthma?,Cure the disease to promote long life,Incorrect — Asthma has no permanent cure.,Stop all medications,Incorrect — Maintenance drugs are vital to prevent attacks.,Prevent exacerbations and maintain lung function,Correct — Long-term control keeps symptoms stable.,Reduce water intake to reduce mucous buildup,Incorrect — Hydration helps secretion clearance.,C,"Rationale: Asthma is a chronic inflammatory airway disease. Management aims to control inflammation, prevent acute attacks, and maintain normal lung function using inhaled corticosteroids and bronchodilators.",,Medical Nursing,Respiratory:Asthma Management,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-97,Which sign is common in upper GI bleeding?,Hematuria,Incorrect — Blood in urine indicates urinary tract disease.,Coffee-ground emesis,Correct — Vomited blood altered by stomach acid becomes dark brown or black.,Melena,Incorrect — Indicates lower GI or prolonged upper GI bleeding.,Hemoptysis,"Incorrect — Blood from respiratory tract, not GI.",B,"Rationale: Upper GI bleeding from ulcers or erosions causes blood to mix with gastric acid, producing dark “coffee-ground” vomitus. Recognizing this helps locate the bleeding source and initiate urgent stabilization.",,Medical Nursing,Gastrointestinal:GI Bleeding,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-98,A patient on furosemide should be monitored for:,Hypernatremia,"Incorrect — Sodium is often lost, not increased.",Hypoglycemia,Incorrect — Blood glucose is unaffected.,Hypokalemia,Correct — Loop diuretics increase urinary potassium excretion.,Hypercalcemia,Incorrect — Furosemide increases calcium excretion instead.,C,"Rationale: Furosemide (Lasix) is a loop diuretic that inhibits sodium-potassium-chloride transport in the renal loop of Henle. This leads to potassium loss, which can cause muscle weakness or arrhythmias if not monitored.",,Medical Nursing,Pharmacology:Electrolytes:Loop Diuretics,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-99,What is the main goal in treating peptic ulcer disease?,Eradicate H. pylori,Correct — Most ulcers result from Helicobacter pylori infection.,Provide vitamins,Incorrect — Supportive but not curative.,Increase fiber,Incorrect — Fiber is beneficial generally but not specific treatment.,Give opioids,Incorrect — Not indicated and may mask pain.,A,Rationale: Peptic ulcer disease often results from H. pylori infection or NSAID use. The main treatment goal is eradicating H. pylori using combination antibiotic therapy with proton pump inhibitors to promote healing and prevent recurrence.,,Medical Nursing,Gastrointestinal:Peptic Ulcer Disease,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-100,What condition causes pain relief after eating but worsens when fasting?,Gastric ulcer,Incorrect — Pain typically worsens immediately after meals.,Duodenal ulcer,"Correct — Pain improves after eating because food neutralizes acid, then returns when stomach empties.",GERD,Incorrect — Causes burning pain after eating.,Appendicitis,Incorrect — Causes right lower quadrant pain unrelated to meals.,B,"Rationale: Duodenal ulcers form in the first part of the small intestine. Eating buffers stomach acid temporarily, relieving discomfort, but pain returns when the stomach empties and acid contacts the ulcer again.",,Medical Nursing,Gastrointestinal:Peptic Ulcer Disease,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-101,A 34-year-old male presents to the trauma bay after a severe motor vehicle collision. His blood pressure is 88/50 mmHg and his heart rate is 130 bpm. Which of the following additional findings would most strongly support a diagnosis of hypovolemic shock?,Bounding pulses and warm extremities,"Incorrect — These occur in early septic or distributive shock when vessels are dilated, not when volume is lost.","Cold, clammy skin and thready pulses","Correct — Peripheral vasoconstriction shunts blood to vital organs, causing pale, cool skin and weak pulses.",Bradycardia and decreased respiratory rate,"Incorrect — Hypovolemia activates the sympathetic system, producing tachycardia, not bradycardia.",Jugular venous distention (JVD),"Incorrect — Suggests right-sided heart failure or obstructive shock, not blood loss.",B,"Rationale: Hypovolemic shock results from significant fluid or blood loss. The body compensates via tachycardia and vasoconstriction to maintain perfusion. This leads to the classic “cold, pale, clammy” skin and thready pulses as circulation is diverted from the periphery to vital organs.",,Medical Nursing,Emergency:Shock Recognition,Hard,1,RN_MED-F-I2,RN_MED-F-T2
